Product ID,Active (0/1),Name *,"Categories (x,y,z...)",Price tax excluded,Tax rules ID,Price tax included,On sale (0/1),Discount amount,Discount percent,Discount from (yyyy-mm-dd),Discount to (yyyy-mm-dd),Reference #,Supplier reference #,Supplier,Manufacturer,EAN13,UPC,MPN,Ecotax,Width,Height,Depth,Weight,Delivery time of in-stock products,Delivery time of out-of-stock products with allowed orders,Quantity,Minimal quantity,Low stock level,Receive a low stock alert by email,Visibility,Additional shipping cost,Unity,Unit price,Summary,Description,"Tags (x,y,z...)",Meta title,Meta keywords,Meta description,URL rewritten,Text when in stock,Text when backorder allowed,"Available for order (0 = No, 1 = Yes)",Product available date,Product creation date,"Show price (0 = No, 1 = Yes)","Image URLs (x,y,z...)","Image alt texts (x,y,z...)","Delete existing images (0 = No, 1 = Yes)",Feature(Name:Value:Position),"Available online only (0 = No, 1 = Yes)",Condition,"Customizable (0 = No, 1 = Yes)","Uploadable files (0 = No, 1 = Yes)","Text fields (0 = No, 1 = Yes)",Out of stock action,Virtual product,File URL,Number of allowed downloads,Expiration date,Number of days,ID / Name of shop,Advanced stock management,Depends On Stock,Warehouse,"Acessories  (x,y,z...)"
48,1,Mar de Frades Finca Valinas 2018,Wine Cellar,170,,170,0,,,,,,,,Mar de Frades,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Mar de Frades Finca Valinas 2018.jpg,,0,Region:Rias Baixas; Grape Type:100% Albarino; Serving Temperature:8-10 C; Ageing Process:Aged on Lees/ Longer period than Mar de Frades; Culinary Recommendations:Grilled Fish - Sardines - Lobster - Turkey - Stuffed Peppers - Roasted Vegetables,0,new,0,0,0,0,0,,,,,0,0,0,0,
49,1,Mar de Frades  F.Monteviega 2019,Wine Cellar,180,,180,0,,,,,,,,Mar de Frades,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Mar de Frades  F.Monteviega 2019.jpg,,0,Region:Rias Baixas; Grape Type:100% Albarino; Serving Temperature:8-10 C; Ageing Process:Aged on the Lees; Culinary Recommendations:Creamy Seafood Risotto - Paella - Galician Cheese - Manchego - Roasted Duck - Mediterranean Salads,0,new,0,0,0,0,0,,,,,0,0,0,0,
50,1,Mar de Frades Espumoso,Wine Cellar,140,,140,0,,,,,,,,Mar de Frades,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Mar de Frades Espumoso.jpg,,0,Region:Rias Baixas; Grape Type:100% Albarino; Serving Temperature:8-10 C; Ageing Process:Aged on the Lees/ Second Fermentation in the bottle; Culinary Recommendations:Cavoar - Bruschetta - Calamari - Fresh Salads - Fruit Deserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
51,1,Murua Reserva 2016,Wine Cellar,130,,130,0,,,,,,,,Murua,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Murua Reserva 2016.jpg,,0,Region:Rioja; Grape Type:Tempranillo/ Graciano/ Mazuelo; Serving Temperature:16-18 C; Ageing Process:18 months in French/American Oak Barrels; Culinary Recommendations:Grilled Lamb - Roasted Duck - Stews - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
52,1,Murua Gran Reserva 2014,Wine Cellar,229,,229,0,,,,,,,,Murua,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Murua Gran Reserva 2014.jpg,,0,Region:Rioja; Grape Type:Tempranillo/ Graciano/ Mazuelo; Serving Temperature:16-18 C; Ageing Process:24 months in French/American Oak Barrels; Culinary Recommendations:Roasted Lamb - Fillet Mignon - Seafood Paella - Grilled Vegetables - Ratatouille - Chocolate Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
53,1,Murua Barrica White 2021,Wine Cellar,125,,125,0,,,,,,,,Murua,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Murua Barrica White 2021.jpg,,0,Region:Rioja; Grape Type:Viura/ Malvasia; Serving Temperature:8-10 C; Ageing Process:6 months in French Oak Barrels; Culinary Recommendations:Grilled Fish - Shrimp - Creamy Risotto - Soft Cheeses - Bris - Goat Cheese,0,new,0,0,0,0,0,,,,,0,0,0,0,
54,1,Blaneo Syrah 2021 Pagos de Araiz,Wine Cellar,110,,110,0,,,,,,,,Pagos de Araiz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Blaneo Syrah 2021 Pagos de Araiz.jpg,,0,Region:Navarra; Grape Type:100% Syrah; Serving Temperature:16-18 C; Ageing Process:6-12 months in French Oak Barrels; Culinary Recommendations:Beef Steaks - Barbecue Ribs - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
55,1,Blaneo Chardonnay 2023,Wine Cellar,110,,110,0,,,,,,,,Pagos de Araiz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Blaneo Chardonnay 2023.jpg,,0,Region:Navarra; Grape Type:100% Chardonnay; Serving Temperature:8-19 C; Ageing Process:4-6 months in French Oak Barrels; Culinary Recommendations:Grilled Fish - Poultry - Creamy Pasta Dishes - Stuffed Peppers - Butternut -,0,new,0,0,0,0,0,,,,,0,0,0,0,
56,1,Pagos de Araiz Joven 2022,Wine Cellar,34,,34,0,,,,,,,,Pagos de Araiz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Pagos de Araiz Joven 2022.jpg,,0,Region:Navarra; Grape Type:Tempranillo/Garnacha; Serving Temperature:14-16 C; Ageing Process:Not Aged/ Designed to be enjoyed young; Culinary Recommendations:Tapas - Chorizo - Olives - Pasta with tomato based sauces - Mushroom Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
57,1,Pagos de AraizRoble 2021,Wine Cellar,44,,44,0,,,,,,,,Pagos de Araiz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Pagos de AraizRoble 2021.jpg,,0,Region:Navarra; Grape Type:Tempranillo/Garnacha/Cabernet Sauvignon; Serving Temperature:16-18 C; Ageing Process:6 months in French /American Oak Barrels; Culinary Recommendations:Roast Lamb - Grilled Beef - Manchego - Smoked Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
58,1,Likka 2018,Wine Cellar,119,,119,0,,,,,,,,Mas Perinet,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Likka 2018.jpg,,0,Region:Priorat; Grape Type:Garnacha/Syrah; Serving Temperature:16-18 C; Ageing Process:6-12 months in French Oak Barrels; Culinary Recommendations:Grilled Lamb/Beef - Meat Ragu - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
59,1,Perinet 2016,Wine Cellar,390,,390,0,,,,,,,,Mas Perinet,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Perinet 2016.jpg,,0,Region:Priorat; Grape Type:Garnacha/Carinyena/Cabernet Sauvignon; Serving Temperature:16-18 C; Ageing Process:12-18 months in French Oak Barrels; Culinary Recommendations:Roasted Game - Osso Buco - Cured Meats - Mature Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
60,1,Cabernet Sauvignon,Wine Cellar,690,,690,0,,,,,,,,Mas Perinet,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Cabernet Sauvignon.jpg,,0,Region:Priorat; Grape Type:100% Cabernet Sauvignon; Serving Temperature:16-18 C; Ageing Process:12-15 months in French Oak Barrels; Culinary Recommendations:Grilled Ribeye - Herb crusted Lamb - Spicy Barbecue - Mexican Cuisine,0,new,0,0,0,0,0,,,,,0,0,0,0,
61,1,Garnacha 2018,Wine Cellar,690,,690,0,,,,,,,,Mas Perinet,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Garnacha 2018.jpg,,0,Region:Priorat; Grape Type:100% Garnacha; Serving Temperature:14-16; Ageing Process:6-12 months in French Oak Barrels; Culinary Recommendations:Seafood or Vegetable Paella - Roast Chiken - Duck - Soft Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
62,1,Carinyena 2017,Wine Cellar,690,,690,0,,,,,,,,Mas Perinet,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Carinyena 2017.jpg,,0,Region:Priorat; Grape Type:100% Carinyena; Serving Temperature:16-18 C; Ageing Process:12 months in French Oak Barrels; Culinary Recommendations:Slow cooked Beef - Mushroom Dishes - Cured Meats and Pate - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
63,1,Fillaboa Joven 2022,Wine Cellar,105,,105,0,,,,,,,,Filaboa,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Fillaboa Joven 2022.jpg,,0,Region:Rias Baxias; Grape Type:100% Albarino; Serving Temperature:8-10 C; Ageing Process:No ageing/ Intended for early consumption; Culinary Recommendations:Seafood - Grilled Octopus - Spanish Tapas - Light Salad - Seafood Pasta,0,new,0,0,0,0,0,,,,,0,0,0,0,
64,1,Fillaboa Selección Finca Monte alto,Wine Cellar,165,,165,0,,,,,,,,Filaboa,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Fillaboa Selección Finca Monte alto.jpg,,0,Region:Rias Baixas; Grape Type:100% Albarino (Selected Vineyard Finca Monte Alto); Serving Temperature:8-10 C; Ageing Process:Lees - Stainless Steel; Culinary Recommendations:Grilled Lobster - Seafood Risotto - Poultry - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
65,1,La Fillaboa 1898,Wine Cellar,349,,349,0,,,,,,,,Filaboa,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/La Fillaboa 1898.jpg,,0,Region:Rias Baixas; Grape Type:100% Albarino; Serving Temperature:8-10 C; Ageing Process:12 monts or more on its Lees; Culinary Recommendations:Gourmet Seafood - Crab Cakes - Paella - Hearty Salads - Spicy Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
66,1,Premiere Cuvee,Wine Cellar,349,,349,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Premiere Cuvee.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for a minimum of 3 years on the lees; Culinary Recommendations:Seafood - Smoked Salmon - Cucumber Canapes - Poultry - Soft Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
67,1,Premiere Cuvee Rose,Wine Cellar,450,,450,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Premiere Cuvee Rose.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for a minimum of 3 years on the lees; Culinary Recommendations:Charcuterie - Vinaigrette Salad - Fruity Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
68,1,Cuvee 72,Wine Cellar,399,,399,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Cuvee 72.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for a minimum of 6 years on the lees; Culinary Recommendations:Fine Dining - Scallops - Lobster - Roasted Poultry - Mushroom Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
69,1,Zero Dosage,Wine Cellar,399,,399,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Zero Dosage.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for a minimum of 3 years on the lees; Culinary Recommendations:Raw Bar - Oysters - Sashimi - Grilled Vegetables - Asian Cuisine - Fruit Sorbet - Mango Mousse,0,new,0,0,0,0,0,,,,,0,0,0,0,
70,1,NPU 2009,Wine Cellar,1490,,1490,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/NPU 2009.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for a minimum of 8 years; Culinary Recommendations:Fine Fish Dishes - Duck Confit - Creamy Pasta - Lemon Tart,0,new,0,0,0,0,0,,,,,0,0,0,0,
71,1,Blanc des Noirs Grand Cru,Wine Cellar,490,,490,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Blanc des Noirs Grand Cru.jpg,,0,Region:Champagne; Grape Type:100% Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for about 6 years on the lees; Culinary Recommendations:Grilled Steak - Lamb Chops - Rich Sauces - Mushroom Dishes - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
72,1,Blanc de Blancs Grand Cru,Wine Cellar,490,,490,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Blanc de Blancs Grand Cru.jpg,,0,Region:Champagne; Grape Type:100% Chardonnay ; Serving Temperature:8-10 C; Ageing Process:Aged for at least 4 years on the lees; Culinary Recommendations:Shellfish - Poultry - Light Salads - Fresh Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
73,1,Blanc de Blancs Millesimé 2014,Wine Cellar,590,,590,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Blanc de Blancs Millesimé 2014.jpg,,0,Region:Champagne; Grape Type:100% Chardonnay ; Serving Temperature:8-10 C; Ageing Process:Aged for at least 5 years on the lees; Culinary Recommendations:Grilled Fish - Caviar - Sushi - Creamy Dishes - Fruity Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
74,1,BP Assamblage 2015,Wine Cellar,590,,590,0,,,,,,,,Bruno Paillard,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/BP Assamblage 2015.jpg,,0,Region:Champagne; Grape Type:Blend Chardonnay/Pinot Noir; Serving Temperature:8-10 C; Ageing Process:Aged for at least 3 years; Culinary Recommendations:Grilled Meats - Steak - Pork Chops,0,new,0,0,0,0,0,,,,,0,0,0,0,
75,1,Vega Medien ecological Brut,Wine Cellar,45,,45,0,,,,,,,,Uveste,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Vega Medien ecological Brut.jpg,,0,Region:Utiel-Requena; Grape Type:Blend Macabeo/Parellada/Xarello; Serving Temperature:6-8 C; Ageing Process:Aged for a minimum of 9 months on the lees/ Traditional Method; Culinary Recommendations:Tapas - Fried Calamari - Cured Meats - Shellfish - Ceviche - Light Salads - Soft Cheese,0,new,0,0,0,0,0,,,,,0,0,0,0,
76,1,Vega Medien Brut Nature,Wine Cellar,45,,45,0,,,,,,,,Uveste,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Vega Medien Brut Nature.jpg,,0,Region:Utiel-Requena; Grape Type:Blend Macabeo/Parellada/Xarello; Serving Temperature:6-8 C; Ageing Process:Aged for a minimum of 9 months on the lees/ Traditional Method; Culinary Recommendations:Raw Bar - Sushi - Sashimi - Grilled Vegetabes - Grilled or Baked Fish - Sea Bass - Salmon - Vinaigrette or citrus based Salads,0,new,0,0,0,0,0,,,,,0,0,0,0,
77,1,Vega Medien ecological Rose,Wine Cellar,45,,45,0,,,,,,,,Uveste,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Vega Medien ecological Rose.jpg,,0,Region:Utiel-Requena; Grape Type:Blend Macabeo/Parellada/Xarello; Serving Temperature:6-8 C; Ageing Process:Aged for a minimum of 9 months on the lees/ Traditional Method; Culinary Recommendations:Charcuterie - Chorizo - Grilled Chiken - Light Pasta - Berry Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
78,1,"Vega Medien ecological. 0,0%",Wine Cellar,45,,45,0,,,,,,,,Uveste,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,"/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Vega Medien ecological. 0,0%.jpg",,0,Region:Utiel-Requena; Grape Type:Blend Macabeo/Parellada/Xarello; Serving Temperature:6-8 C; Ageing Process:Aged for a minimum of 9 months on the lees/ Traditional Method; Culinary Recommendations:Light Snacks - Vegetarian Dishes - Fruit Based Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
79,1,Lagrima Real 2017,Wine Cellar,69,,69,0,,,,,,,,Uveste,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Lagrima Real 2017.jpg,,0,Region:Utiel-Requena; Grape Type:Blend Macabeo/Parellada/Xarello; Serving Temperature:8-10 C; Ageing Process:12 months in Oak Barrels; Culinary Recommendations:Grilled Red Meat - Grilled Poultry - Aged Cheese,0,new,0,0,0,0,0,,,,,0,0,0,0,
80,1,Larrua 2022,Wine Cellar,39,,39,0,,,,,,,,Felix Lorenzo Cachazo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Larrua 2022.jpg,,0,Region:Rueda; Grape Type:Tempranillo; Serving Temperature:14-16 C; Ageing Process:Oak Barrels; Culinary Recommendations:Grilled Steak - Lamb - Jamon Iberico - Chorizo - Aged Cheeses - Game,0,new,0,0,0,0,0,,,,,0,0,0,0,
81,1,Mania 2022,Wine Cellar,49,,49,0,,,,,,,,Felix Lorenzo Cachazo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Mania 2022.jpg,,0,Region:Rueda; Grape Type:100% Verdejo; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Seafood - White Fish - Grilled Prawns - Citrus or Goat Cheese Salas - Vegetarian Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
82,1,Carrasviñas 2022,Wine Cellar,49,,49,0,,,,,,,,Felix Lorenzo Cachazo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Carrasviñas 2022.jpg,,0,Region:Rueda; Grape Type:Verdejo; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Shellfish - Fresh Cheeses - Tapas - Gambas - Boquerones,0,new,0,0,0,0,0,,,,,0,0,0,0,
83,1,Carrasviñas Barrica,Wine Cellar,65,,65,0,,,,,,,,Felix Lorenzo Cachazo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Carrasviñas Barrica.jpg,,0,Region:Rueda; Grape Type:Verdejo; Serving Temperature:10-12 C; Ageing Process:Oak Barrels; Culinary Recommendations:Roast Chiken or Turkey - Creamy Pasta - Mushroom Dishes - Soft Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
84,1,Romero Sauvignon Blanc 2021,Wine Cellar,35,,35,0,,,,,,,,Alceño,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Romero Sauvignon Blanc 2021.jpg,,0,Region:Jumilla; Grape Type:100% Sauvignon Blanc ; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Seafood - Fresh Salads - Goat Cheese - Vegetarian Diishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
85,1,Castroviejo Joven 2021,Wine Cellar,39,,39,0,,,,,,,,Pastor Diaz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Castroviejo Joven 2021.jpg,,0,Region:Rioja; Grape Type:Tempranillo; Serving Temperature:14-16 C; Ageing Process:nan; Culinary Recommendations:Tapas - Chorizo - Grilled Vegetables - Light Meats - Charcuterie,0,new,0,0,0,0,0,,,,,0,0,0,0,
86,1,Castroviejo Tempranillo Blanco 2020,Wine Cellar,39,,39,0,,,,,,,,Pastor Diaz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Castroviejo Tempranillo Blanco 2020.jpg,,0,Region:Rioja; Grape Type:100% Tempranillo Blanco ; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Seafood - Grilled Fish - Light Salads - Vegetarian Dishes - Soft Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
87,1,Castroviejo Crianza,Wine Cellar,49,,49,0,,,,,,,,Pastor Diaz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Castroviejo Crianza.jpg,,0,Region:Rioja; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:12 months in Oak Barrels; Culinary Recommendations:Grilled Meats - Stews - Mature Cheeses - Tomato Based Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
88,1,Castroviejo Reserva 2016,Wine Cellar,64,,64,0,,,,,,,,Pastor Diaz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Castroviejo Reserva 2016.jpg,,0,Region:Rioja; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:Aged for at least 36 months with at least 12 months in Oak Barrels; Culinary Recommendations:Roasted Meats - Game - Duck - Mature Cheeses - Hearty Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
89,1,Castroviejo Gran Reserva 2016,Wine Cellar,99,,99,0,,,,,,,,Pastor Diaz,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Castroviejo Gran Reserva 2016.jpg,,0,Region:Rioja; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:Aged for at least 60 months with at least 24 months in Oak Barrels; Culinary Recommendations:Roast Lamb - Game Meat - Aged Cheeses - Slow Cooked Stews,0,new,0,0,0,0,0,,,,,0,0,0,0,
90,1,Antidoto 2023,Wine Cellar,110,,110,0,,,,,,,,Antidoto,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Antidoto 2023.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo; Serving Temperature:14-16 C; Ageing Process:Aged Briefly in Stainless Steel; Culinary Recommendations:Grilled Meats - Spanish Tapas - Jamon Iberico - Cheese Croquettes - Roasted Vegetables - Charcuterie - Hard Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
91,1,La Hormiga 2020,Wine Cellar,189,,189,0,,,,,,,,Antidoto,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/La Hormiga 2020.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:12 monts in French Oak Barrels; Culinary Recommendations:Red Meats - Braised Beef - Game - Hearty Stews - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
92,1,Roselito 2022,Wine Cellar,69,,69,0,,,,,,,,Antidoto,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Roselito 2022.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo/Albillo; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Seafood - Shrimp Ceviche - Light Fish - Light Salads - Tapas - Gazpacho - Sushi,0,new,0,0,0,0,0,,,,,0,0,0,0,
93,1,Le Rose 2020,Wine Cellar,339,,339,0,,,,,,,,Antidoto,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Le Rose 2020.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo/Albillo Mayor; Serving Temperature:10-12 C; Ageing Process:Short Ageing in Oak Barrels; Culinary Recommendations:Grilled White Meat - Mediterranean Dishes - Seafood Pasta - Soft Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
94,1,Surcamares White,Wine Cellar,35,,35,0,,,,,,,,Surcamares,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Surcamares White.jpg,,0,Region:Rueda; Grape Type:Verdejo; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Grilled Fish - Seafood Paella,0,new,0,0,0,0,0,,,,,0,0,0,0,
